id,eng_word,pl_word,score
2805,agree,zgadzam się,4.97
2806,salad,sałatka,4.15
2807,ross,ross,4.39
2808,officially,oficjalnie,4.53
2809,have,mają,6.71
2810,balls,kulki,4.52
2811,prospects,perspektywy,4.07
2812,contains,zawiera,4.68
2813,control,kontrola,5.4
2814,seeks,poszukuje,4.13
2815,bio,biografia,4.07
2816,assembly,zgromadzenie,4.61
2817,qualify,kwalifikować,4.19
2818,concrete,beton,4.44
2819,appearing,pojawiające się,4.15
2820,jokes,żarty,4.33
2821,fitness,fitness,4.39
2822,coach,trener,4.96
2823,carpet,dywan,4.18
2824,acting,aktorski,4.82
2825,blind,zasłona,4.52
2826,beats,bity,4.22
2827,cabinet,szafka,4.49
2828,drawing,rysunek,4.58
2829,certain,pewny,5.16
2830,passes,przejścia,4.45
2831,fourth,czwarty,4.83
2832,fucked,wypieprzone,4.59
2833,angeles,angeles,4.73
2834,tiny,malutki,4.62
2835,julie,julie,4.09
2836,reflected,odbity,4.12
2837,morris,Morris,4.15
2838,sign,znak,5.08
2839,transform,transform,4.04
2840,book,książka,5.43
2841,bird,ptak,4.63
2842,weather,pogoda,4.87
2843,evening,wieczór,4.86
2844,cliff,klif,4.1
2845,realm,królestwo,4.06
2846,torture,tortury,4.15
2847,explain,wyjaśnić,4.89
2848,ban,zakaz,4.55
2849,fan,fan,4.92
2850,charlie,charlie,4.43
2851,accident,wypadek,4.71
2852,slide,slajd,4.3
2853,unemployment,bezrobocie,4.22
2854,spanish,hiszpański,4.73
2855,trends,trendy,4.32
2856,palace,pałac,4.45
2857,amazon,Amazon,4.55
2858,prints,wydruki,4.08
2859,duties,obowiązki,4.32
2860,multiple,wiele,4.92
2861,essential,niezbędne,4.61
2862,maker,twórca,4.23
2863,sri,sri,4.12
2864,king,król,5.17
2865,fact,fakt,5.41
2866,welfare,opieka społeczna,4.43
2867,ambassador,ambasador,4.35
2868,sporting,sportowe,4.16
2869,gifts,prezenty,4.38
2870,survey,ankieta,4.69
2871,dominant,dominujący,4.23
2872,engagement,zaangażowanie,4.31
2873,certified,certyfikowany,4.23
2874,lesson,lekcja,4.47
2875,actions,działania,4.82
2876,lately,ostatnio,4.41
2877,strip,pasek,4.36
2878,romantic,romantyczne,4.43
2879,hungry,głodny,4.45
2880,heart,serce,5.31
2881,doctor,lekarz,4.9
2882,generate,generować,4.22
2883,fusion,fuzja,4.02
2884,bold,pogrubiony,4.26
2885,broadcast,transmisja,4.39
2886,ghost,duch,4.42
2887,talk,rozmowa,5.42
2888,indonesia,Indonezja,4.25
2889,historical,historyczne,4.69
2890,logical,logiczny,4.14
2891,websites,strony internetowe,4.2
2892,tight,ciasne,4.57
2893,fault,wina,4.64
2894,ear,ucho,4.43
2895,speaking,mówienie,4.91
2896,ideal,idealny,4.44
2897,thursday,czwartek,4.62
2898,expert,ekspert,4.56
2899,neil,neil,4.16
2900,package,pakiet,4.46
2901,gentle,delikatny,4.17
2902,false,fałszywy,4.63
2903,words,słowa,5.25
2904,rear,tył,4.43
2905,sends,wysyła,4.15
2906,because,ponieważ,6.03
2907,communist,komunista,4.32
2908,moscow,moskwa,4.42
2909,sec,sek,4.31
2910,broader,szersze,4.01
2911,experiencing,doświadczanie,4.04
2912,rarely,rzadko,4.42
2913,twins,bliźniaki,4.15
2914,proposal,propozycja,4.47
2915,silly,głupie,4.39
2916,wheat,pszenica,4.01
2917,reducing,ograniczanie,4.36
2918,toll,opłata,4.08
2919,physical,fizyczny,4.94
2920,powder,puder,4.25
2921,albums,albumy,4.19
2922,watched,oglądał,4.72
2923,harder,trudniejsze,4.57
2924,leader,lider,4.95
2925,properly,prawidłowo,4.64
2926,withdrawal,wycofanie,4.05
2927,across,w,5.25
2928,viewers,widzowie,4.22
2929,simultaneously,jednocześnie,4.17
2930,easier,łatwiejszy,4.76
2931,submission,zgłoszenie,4.07
2932,internet,internet,5.06
2933,includes,obejmuje,4.96
2934,exception,wyjątek,4.35
2935,need,potrzeba,5.97
2936,innovation,innowacja,4.32
2937,wish,życzenie,5.18
2938,vision,wizja,4.63
2939,updated,aktualizowane,4.55
2940,attended,uczestniczył,4.47
2941,congressional,kongresowy,4.19
2942,users,użytkownicy,4.8
2943,tremendous,ogromny,4.07
2944,athletic,sportowy,4.12
2945,hardly,ledwie,4.53
2946,instruction,instrukcja,4.14
2947,already,już,5.55
2948,regional,regionalny,4.72
2949,stages,etapy,4.43
2950,hits,trafień,4.65
2951,holiday,święto,4.66
2952,photos,zdjęcia,4.83
2953,vietnam,Wietnam,4.31
2954,artificial,sztuczny,4.24
2955,answers,odpowiedzi,4.6
2956,las,las,4.28
2957,width,szerokość,4.02
2958,sole,sole,4.29
2959,respected,szanowany,4.11
2960,screen,ekran,4.85
2961,deliver,dostarczać,4.55
2962,anticipated,przewidywany,4.08
2963,lens,obiektyw,4.17
2964,species,gatunki,4.85
2965,actors,aktorzy,4.4
2966,expressed,wyrazić,4.52
2967,council,rada,5.08
2968,index,indeks,4.57
2969,throat,gardło,4.3
2970,dining,jadalnia,4.14
2971,charging,ładowanie,4.17
2972,payments,płatności,4.48
2973,dan,dan,4.51
2974,ads,reklamy,4.32
2975,brief,krótki,4.52
2976,gently,delikatnie,4.08
2977,quality,jakość,5.11
2978,shorter,krótszy,4.22
2979,independence,niezależność,4.58
2980,deep,głęboko,5.05
2981,officers,kadra kierownicza,4.87
2982,birthday,urodziny,4.76
2983,drug,narkotyk,4.87
2984,sorts,klasyfikacja,4.21
2985,naval,marynarski,4.24
2986,thick,gruby,4.46
2987,anonymous,anonimowy,4.17
2988,employee,pracownik,4.5
2989,palmer,palmer,4.02
2990,kelly,Kelly,4.44
2991,could,mógłby,6.06
2992,joseph,joseph,4.52
2993,examined,zbadany,4.1
2994,currently,obecnie,5.08
2995,field,dziedzina,5.24
2996,stan,stan,4.06
2997,showing,pokazywanie,4.88
2998,drawn,narysowany,4.53
2999,tennis,tenis,4.35
3000,bright,jasny,4.61
3001,searching,poszukujący,4.36
3002,item,pozycja,4.57
3003,athletes,sportowcy,4.34
3004,noted,zauważono,4.69
3005,lewis,lewis,4.48
3006,miracle,cud,4.13
3007,safely,bezpiecznie,4.22
3008,graphics,grafika,4.19
3009,default,domyślny,4.29
3010,becoming,staje się,4.81
3011,wrapped,owinięty,4.15
3012,roof,dach,4.55
3013,executed,wykonany,4.27
3014,stone,kamień,4.8
3015,arc,łuk,4.21
3016,colorado,Colorado,4.46
3017,substantial,znaczny,4.33
3018,super,super,5.08
3019,observation,obserwacja,4.13
3020,tales,opowieści,4.1
3021,recall,wycofanie,4.4
3022,shadows,cienie,4.06
3023,customer,klient,4.61
3024,not,nie,6.69
3025,legends,legends,4.07
3026,humans,ludzie,4.61
3027,arabia,arabia,4.12
3028,proof,dowód,4.7
3029,sept,wrzesień,4.35
3030,nation,naród,4.88
3031,polish,polski,4.29
3032,account,konto,5.21
3033,jewish,żydowski,4.61
3034,cricket,krykiet,4.39
3035,greatest,największy,4.79
3036,tale,opowieść,4.29
3037,olympic,olimpijski,4.49
3038,anger,gniew,4.42
3039,heated,ogrzewane,4.09
3040,interest,zainteresowanie,5.17
3041,corner,narożnik,4.75
3042,relevant,istotne,4.61
3043,wood,drewno,4.78
3044,shot,strzał,5.22
3045,dream,sen,4.91
3046,conversation,rozmowa,4.75
3047,bat,nietoperz,4.3
3048,sexy,seksowny,4.42
3049,dates,daty,4.54
3050,port,port,4.73
3051,funding,finansowanie,4.63
3052,stars,gwiazdy,4.86
3053,pants,spodnie,4.48
3054,village,wioska,4.82
3055,gives,daje,5.03
3056,sixth,szósty,4.38
3057,credit,kredyt,5.0
3058,hope,nadzieja,5.44
3059,secretary,sekretarka,4.95
3060,sports,sport,4.94
3061,watson,watson,4.18
3062,spot,miejsce,4.89
3063,worried,zmartwiony,4.63
3064,bug,błąd,4.2
3065,springs,springs,4.24
3066,overnight,nocny,4.19
3067,promises,obietnice,4.25
3068,cam,kamera,4.1
3069,cognitive,kognitywny,4.11
3070,considering,biorąc pod uwagę,4.64
3071,logo,logo,4.28
3072,cock,kutas,4.23
3073,arabic,arabski,4.03
3074,certainly,z pewnością,5.0
3075,existing,istniejący,4.75
3076,mention,wzmianka,4.73
3077,briefly,krótko,4.22
3078,formed,ukształtowany,4.68
3079,importance,znaczenie,4.56
3080,divide,podział,4.12
3081,proper,właściwy,4.72
3082,bands,zespoły,4.37
3083,appreciation,wdzięczność,4.12
3084,bigger,większy,4.74
3085,talking,mówiący,5.29
3086,entered,wprowadzono,4.72
3087,henry,Henry,4.74
3088,join,dołączyć,5.0
3089,rugby,rugby,4.4
3090,nose,nos,4.51
3091,indian,indyjski,4.91
3092,narrow,wąski,4.39
3093,accordingly,odpowiednio,4.02
3094,team,zespół,5.67
3095,slave,niewolnik,4.31
3096,asia,Azja,4.65
3097,proportion,proporcja,4.11
3098,mac,mac,4.45
3099,packages,pakiety,4.01
3100,says,mówi,5.49
3101,saturday,sobota,4.87
3102,granted,przyznane,4.61
3103,university,uniwersytet,5.39
3104,dogs,psy,4.77
3105,answer,odpowiedź,5.17
3106,designers,projektanci,4.05
3107,updates,aktualizacje,4.31
3108,slim,slim,4.05
3109,failing,upadający,4.3
3110,couples,pary,4.34
3111,wise,mądry,4.51
3112,functional,funkcjonalny,4.24
3113,tradition,tradycja,4.5
3114,fund,fundusz,4.82
3115,respond,odpowiedz,4.53
3116,addition,dodatek,5.01
3117,alternatives,alternatywy,4.04
3118,relatively,stosunkowo,4.66
3119,bitch,suka,4.76
3120,ever,kiedykolwiek,5.66
3121,human,ludzki,5.35
3122,then,następnie,6.07
3123,classification,klasyfikacja,4.18
3124,review,recenzja,5.12
3125,pipe,fajka,4.25
3126,restore,przywrócić,4.18
3127,thin,cienki,4.47
3128,bite,ugryzienie,4.31
3129,productive,produktywny,4.22
3130,austria,austria,4.07
3131,origin,pochodzenie,4.55
3132,swimming,pływanie,4.43
3133,favourite,ulubiony,4.57
3134,impression,wrażenie,4.35
3135,carriers,przewoźnicy,4.02
3136,contributed,wniesione,4.39
3137,trip,wycieczka,4.9
3138,accomplished,wykonane,4.15
3139,syria,syria,4.4
3140,encountered,spotkany,4.06
3141,hardware,sprzęt,4.3
3142,bomb,bomba,4.6
3143,penny,grosz,4.07
3144,sent,wysłane,5.16
3145,involves,obejmuje,4.34
3146,roles,role,4.44
3147,lighting,oświetlenie,4.29
3148,chair,krzesło,4.69
3149,potato,ziemniak,4.11
3150,leaving,wyjazd,4.98
3151,barriers,bariery,4.01
3152,analysis,analiza,4.91
3153,sorry,przepraszam,5.18
3154,cleveland,cleveland,4.27
3155,disabled,niepełnosprawny,4.29
3156,handling,obsługa,4.39
3157,solutions,rozwiązania,4.5
3158,positive,pozytywny,4.99
3159,crisis,kryzys,4.62
3160,workshop,warsztat,4.15
3161,agenda,program,4.3
3162,besides,poza tym,4.63
3163,date,data,5.22
3164,lying,kłamstwo,4.67
3165,namely,mianowicie,4.02
3166,april,kwiecień,5.19
3167,hospitals,szpitale,4.33
3168,cheers,na zdrowie,4.13
3169,prospect,perspektywa,4.13
3170,database,baza danych,4.31
3171,usa,USA,4.79
3172,blonde,blondynka,4.04
3173,give,dać,5.71
3174,injury,uraz,4.74
3175,sending,wysyłanie,4.61
3176,independent,niezależny,4.93
3177,removal,usuwanie,4.35
3178,her,ją,6.3
3179,training,szkolenie,5.18
3180,law,prawo,5.46
3181,doctors,lekarze,4.55
3182,queens,królowe,4.06
3183,attacks,ataki,4.68
3184,crimes,przestępstwa,4.43
3185,some,niektóre,6.2
3186,approaches,podejścia,4.25
3187,enough,wystarczająco,5.54
3188,heating,ogrzewanie,4.18
3189,anyone,ktokolwiek,5.38
3190,line,wiersz,5.49
3191,here,tutaj,5.97
3192,potter,garbarz,4.11
3193,cast,rzucony,4.79
3194,well,cóż,6.03
3195,altered,zmieniony,4.02
3196,removing,usuwanie,4.26
3197,abc,abc,4.24
3198,this,tym,6.82
3199,will,będziemy,6.45
3200,produce,produkty,4.78
3201,assist,asysta,4.42
3202,anchor,kotwica,4.02
3203,battle,battle,4.94
3204,involved,zaangażowany,5.1
3205,car,samochód,5.45
3206,hire,zatrudnić,4.4
3207,stuart,stuart,4.13
3208,known,znany,5.39
3209,lucy,lucy,4.07
3210,inter,między,4.16
3211,finishing,wykończenie,4.3
3212,attorney,adwokat,4.69
3213,gaming,gry,4.36
3214,harvard,harvard,4.24
3215,motivation,motywacja,4.22
3216,shares,udziały,4.6
3217,came,przyszedł,5.5
3218,rats,szczury,4.05
3219,longer,dłuższy,5.16
3220,earned,zarobione,4.55
3221,fit,pasować,4.95
3222,democratic,demokratyczny,4.73
3223,upcoming,nadchodzące,4.34
3224,preparation,przygotowanie,4.32
3225,intention,zamiar,4.33
3226,shower,prysznic,4.5
3227,lined,wyłożony,4.08
3228,number,numer,5.62
3229,counties,hrabstwa,4.24
3230,mathematical,matematyczny,4.04
3231,writing,pisanie,5.07
3232,mortgage,kredyt hipoteczny,4.39
3233,pope,papież,4.38
3234,surprised,zaskoczony,4.68
3235,contractor,wykonawca,4.08
3236,sides,strony,4.73
3237,smith,smith,4.89
3238,composed,skomponowany,4.27
3239,hold,trzymać,5.19
3240,flights,loty,4.21
3241,detective,detektyw,4.21
3242,somewhere,gdzieś,4.74
3243,relative,względny,4.48
3244,magazine,magazyn,4.74
3245,coins,monety,4.26
3246,funny,śmieszny,5.02
3247,hands,ręce,5.16
3248,want,chcę,6.04
3249,fruit,owoc,4.57
3250,suppose,przypuszczać,4.56
3251,interaction,interakcja,4.29
3252,secret,tajemnica,4.92
3253,warner,ostrzegający,4.11
3254,limits,ograniczenia,4.47
3255,principal,główny,4.52
3256,charge,opłata,5.02
3257,shirts,koszulki,4.22
3258,wildlife,dzika przyroda,4.33
3259,mechanisms,mechanizmy,4.03
3260,grows,rośnie,4.18
3261,temperature,temperatura,4.64
3262,throw,rzut,4.83
3263,doing,robienie,5.6
3264,forever,na zawsze,4.74
3265,learning,nauka,4.92
3266,inner,wewnętrzny,4.5
3267,max,maks.,4.66
3268,rise,wzrost,4.81
3269,steel,stal,4.71
3270,vacuum,próżnia,4.09
3271,butt,tyłek,4.28
3272,married,żonaty,5.03
3273,atmosphere,atmosfera,4.46
3274,ships,statki,4.55
3275,minute,minuta,4.98
3276,iran,Iran,4.62
3277,mars,mars,4.27
3278,violent,gwałtowny,4.46
3279,arkansas,Arkansas,4.05
3280,license,licencja,4.52
3281,technological,technologiczny,4.06
3282,lifestyle,styl życia,4.29
3283,accidents,wypadki,4.16
3284,studios,studia,4.1
3285,launch,uruchomienie,4.69
3286,segment,segment,4.26
3287,sky,niebo,4.72
3288,bank,bank,5.16
3289,know,wiedzieć,6.1
3290,controversial,kontrowersyjny,4.23
3291,snow,śnieg,4.66
3292,title,tytuł,5.1
3293,molecular,molekularny,4.11
3294,optical,optyczny,4.07
3295,try,próbować,5.5
3296,homework,praca domowa,4.13
3297,seventh,siódmy,4.25
3298,early,wczesny,5.43
3299,deer,jeleń,4.12
3300,currency,waluta,4.37
3301,skills,umiejętności,4.77
3302,invasion,inwazja,4.23
3303,broadcasting,transmisja,4.02
3304,pride,duma,4.49
3305,congress,kongres,4.9
3306,oregon,Oregon,4.3
3307,matches,mecz,4.59
3308,initial,początkowy,4.72
3309,woods,las,4.45
3310,enemy,wróg,4.7
3311,email,e-mail,4.68
3312,confirmation,potwierdzenie,4.08
3313,rangers,rangers,4.23
3314,mutual,wzajemny,4.26
3315,planes,samoloty,4.16
3316,pacific,Pacyfik,4.59
3317,whole,cały,5.46
3318,harassment,molestowanie,4.01
3319,bonds,bonds,4.27
3320,duration,czas trwania,4.14
3321,space,kosmos,5.23
3322,executives,kierownictwo,4.03
3323,autumn,jesień,4.26
3324,stopped,zatrzymane,4.84
3325,initially,początkowo,4.49
3326,caps,kondensatory,4.15
3327,department,dział,5.23
3328,commerce,handel,4.37
3329,portrait,portret,4.22
3330,air,powietrze,5.37
3331,nasty,paskudny,4.22
3332,etc,itp.,5.03
3333,interactive,interaktywny,4.06
3334,take,wziąć,5.92
3335,taught,nauczał,4.68
3336,half,połowa,5.41
3337,marc,Marc,4.03
3338,listing,wpis,4.32
3339,indiana,Indiana,4.31
3340,origins,pochodzenie,4.04
3341,submitted,przesłane,4.32
3342,ideas,pomysły,4.84
3343,them,je,6.19
3344,nutrition,odżywianie,4.1
3345,trick,sztuczka,4.48
3346,offering,oferta,4.6
3347,candidates,kandydaci,4.56
3348,east,wschód,5.16
3349,dealt,rozstrzygnięty,4.2
3350,however,jednak,5.58
3351,alter,zmienić,4.05
3352,creature,stworzenie,4.16
3353,basis,podstawa,4.81
3354,drink,napoje,4.9
3355,thread,wątki,4.44
3356,check,sprawdź,5.31
3357,leeds,leeds,4.01
3358,confirm,potwierdzać,4.4
3359,legendary,legendarny,4.23
3360,service,usługa,5.49
3361,assistance,pomoc,4.59
3362,weight,waga,5.02
3363,feet,stopy,4.99
3364,closing,zakończenie,4.46
3365,cooperation,współpraca,4.3
3366,forming,tworzenie,4.21
3367,went,poszedł,5.5
3368,participation,udział,4.33
3369,bang,bang,4.32
3370,mills,młyny,4.22
3371,chemicals,chemikalia,4.17
3372,railroad,kolej,4.32
3373,emotions,emocje,4.37
3374,participating,uczestniczący,4.19
3375,subsequently,następnie,4.23
3376,movies,filmy,4.79
3377,pointed,wskazywany,4.46
3378,smooth,płynny,4.4
3379,smoking,palenie,4.52
3380,disc,dysk,4.13
3381,pass,przejść,5.05
3382,oscar,Oscar,4.31
3383,blade,ostrze,4.19
3384,classical,klasyczny,4.26
3385,sunshine,promień słońca,4.16
3386,declined,odmówił,4.21
3387,nowhere,nigdzie,4.4
3388,signs,znaki,4.71
3389,doors,drzwi,4.54
3390,pull,pociągnąć,4.82
3391,open,otworzyć,5.48
3392,diana,diana,4.02
3393,dying,umieranie,4.63
3394,securities,papiery wartościowe,4.24
3395,defense,obrona,4.93
3396,mountain,górski,4.73
3397,distinction,różnica,4.1
3398,reasoning,rozumowanie,4.01
3399,impressive,imponujący,4.47
3400,consumer,konsument,4.56
3401,hugh,hugh,4.01
3402,oven,piekarnik,4.05
3403,identity,tożsamość,4.65
3404,appreciate,doceniam,4.74
3405,waters,wody,4.45
3406,sake,dla,4.4
3407,authorized,upoważniony,4.12
3408,ports,porty,4.07
3409,electronics,elektronika,4.19
3410,expression,wyrażenie,4.55
3411,ultra,ultra,4.23
3412,employees,pracownicy,4.81
3413,shade,cień,4.16
3414,phoenix,feniks,4.21
3415,revolution,rewolucja,4.56
3416,theory,teoria,4.88
3417,echo,echo,4.04
3418,rat,szczur,4.17
3419,being,bycie,5.95
3420,house,dom,5.71
3421,announcement,ogłoszenie,4.31
3422,lip,wargi,4.13
3423,attending,uczestniczący,4.31
3424,rip,rozdarcie,4.26
3425,cells,komórki,4.75
3426,premier,premier,4.56
3427,thai,tajski,4.17
3428,hidden,ukryty,4.53
3429,followed,podążała,5.05
3430,value,wartość,5.15
3431,occur,występować,4.47
3432,lane,aleja,4.57
3433,seller,sprzedawca,4.01
3434,processes,procesy,4.46
3435,storm,burza,4.66
3436,equipped,wyposażony,4.28
3437,plant,roślina,4.89
3438,capture,uchwycić,4.42
3439,podcast,podcast,4.15
3440,color,kolor,4.91
3441,terminal,terminal,4.31
3442,best,najlepszy,5.84
3443,anthony,anthony,4.41
3444,fits,pasuje,4.27
3445,wrong,błędne,5.39
3446,suggestions,sugestie,4.24
3447,chef,szef kuchni,4.23
3448,eggs,jaja,4.5
3449,fiber,włókno,4.06
3450,citizens,obywatele,4.72
3451,writers,pisarze,4.55
3452,heroes,bohaterowie,4.35
3453,experience,doświadczenie,5.27
3454,guard,straż,4.73
3455,appreciated,doceniony,4.16
3456,century,stulecie,5.02
3457,campaigns,kampanie,4.21
3458,fathers,ojcowie,4.08
3459,born,urodzony,5.09
3460,everywhere,wszędzie,4.66
3461,news,wiadomości,5.44
3462,essentially,zasadniczo,4.42
3463,servers,serwery,4.05
3464,isolation,izolacja,4.02
3465,spoke,szprycha,4.61
3466,rod,pręt,4.14
3467,dealing,zajmowanie się,4.6
3468,accompanied,towarzyszyć,4.25
3469,piss,sikać,4.17
3470,headed,na czele,4.55
3471,country,kraj,5.48
3472,turkey,indyk,4.56
3473,frank,Frank,4.75
3474,bear,nosić,4.71
3475,fast,szybko,5.13
3476,investigation,dochodzenie,4.75
3477,detroit,detroit,4.35
3478,saves,zapisuje,4.07
3479,accommodate,dostosować,4.02
3480,own,własny,5.74
3481,hotels,hotele,4.22
3482,exhibit,wystawa,4.16
3483,spectacular,spektakularny,4.06
3484,hours,godziny,5.4
3485,valued,ceniony,4.07
3486,nursing,pielęgniarstwo,4.32
3487,immune,odporny,4.14
3488,parents,rodzice,5.21
3489,findings,wyniki,4.38
3490,increasing,rosnąca,4.68
3491,taken,objęte,5.33
3492,teen,nastolatek,4.33
3493,cell,komórka,4.87
3494,louisiana,louisiana,4.19
3495,feed,karmić,4.67
3496,improvement,ulepszenie,4.49
3497,representative,reprezentant,4.57
3498,recent,ostatnie,5.04
3499,evolution,ewolucja,4.41
3500,comments,komentarze,4.87
3501,contribution,wkład,4.34
3502,permit,zezwolenie,4.22
3503,rotation,rotacja,4.08
3504,serving,serwowanie,4.62
3505,begun,rozpoczęty,4.36
3506,backed,wspierany,4.26
3507,town,miasto,5.24
3508,todd,todd,4.09
3509,purple,fioletowy,4.32
3510,bus,autobus,4.83
3511,fbi,fbi,4.43
3512,threats,groźby,4.28
3513,dry,suchy,4.74
3514,ring,pierścień,4.81
3515,boats,łodzie,4.25
3516,eric,eric,4.49
3517,objectives,cele,4.08
3518,blanket,koc,4.07
3519,media,media,5.3
3520,brazil,Brazylia,4.58
3521,saying,powiedzenie,5.37
3522,lincoln,Lincoln,4.31
3523,episodes,odcinki,4.43
3524,pink,różowy,4.52
3525,reaches,osiąga,4.16
3526,weird,dziwny,4.81
3527,tour,wycieczka,4.99
3528,rap,rap,4.12
3529,knowing,świadomość,4.76
3530,photography,fotografia,4.45
3531,belly,brzuch,4.1
3532,term,termin,5.23
3533,selected,wybrany,4.68
3534,tips,porady,4.58
3535,another,inny,5.74
3536,nicholas,nicholas,4.03
3537,exclusively,wyłącznie,4.24
3538,advisory,doradztwo,4.18
3539,deposit,depozyt,4.24
3540,require,wymagać,4.78
3541,greater,większy,4.9
3542,peninsula,półwysep,4.03
3543,started,rozpoczęty,5.39
3544,version,wersja,5.07
3545,with,z,6.85
3546,surveillance,nadzór,4.17
3547,tag,tag,4.44
3548,pretty,ładne,5.38
3549,may,może,5.98
3550,closely,blisko,4.53
3551,loads,obciążenia,4.22
3552,welsh,walijski,4.15
3553,childhood,dzieciństwo,4.51
3554,viewing,przeglądanie,4.08
3555,smoke,dym,4.67
3556,arena,arena,4.33
3557,who,kto,6.34
3558,soviet,radziecki,4.54
3559,hopes,nadzieje,4.4
3560,ranked,zestawienie,4.35
3561,paths,ścieżki,4.02
3562,threat,zagrożenie,4.6
3563,tournament,turniej,4.56
3564,tasks,zadania,4.23
3565,glass,szkło,4.85
3566,joint,joint,4.71
3567,jungle,dżungla,4.12
3568,oral,oralny,4.26
3569,store,sklep,5.02
3570,letting,wynajem,4.53
3571,sweet,słodki,4.91
3572,recognised,uznane,4.07
3573,world,świat,5.89
3574,julia,Julia,4.12
3575,bunch,bunch,4.57
3576,drops,spadki,4.33
3577,medieval,średniowieczny,4.05
3578,conservative,konserwatywny,4.61
3579,farming,rolnictwo,4.21
3580,ignored,ignorowane,4.27
3581,proved,udowodniony,4.48
3582,worn,zużyty,4.26
3583,awesome,niesamowite,4.92
3584,drivers,kierowcy,4.56
3585,online,online,5.19
3586,japan,Japonia,4.89
3587,bottles,butelki,4.19
3588,insert,wstaw,4.01
3589,davis,davis,4.49
3590,contributions,wkłady,4.34
3591,gang,gang,4.5
3592,nancy,Nancy,4.14
3593,everything,wszystko,5.54
3594,cole,cole,4.18
3595,mysterious,tajemniczy,4.17
3596,teeth,zęby,4.58
3597,phone,telefon,5.3
3598,corp,korporacja,4.27
3599,weekend,weekend,4.93
3600,stories,opowiadania,4.95
3601,obligation,obowiązek,4.07
3602,pokemon,pokemon,4.06
3603,cleared,wyczyszczone,4.2
3604,belong,należeć,4.38
3605,robin,robin,4.33
3606,grass,trawa,4.38
3607,leave,urlop,5.34
3608,happy,szczęśliwy,5.35
3609,errors,błędy,4.25
3610,larry,larry,4.28
3611,controversy,kontrowersja,4.26
3612,anti,przeciw,5.01
3613,during,w trakcie,5.72
3614,discussion,dyskusja,4.71
3615,serious,poważny,5.1
3616,brazilian,brazylijski,4.23
3617,goat,koza,4.02
3618,slow,powolny,4.85
3619,jerry,Jerry,4.26
3620,engines,silniki,4.35
3621,rome,Rzym,4.45
3622,conventional,konwencjonalny,4.25
3623,format,format,4.47
3624,collections,kolekcje,4.21
3625,establishing,zakładanie,4.11
3626,comparable,porównywalny,4.08
3627,ranks,pozycje,4.23
3628,easily,łatwo,4.91
3629,everybody,wszyscy,4.84
3630,expenses,wydatki,4.33
3631,mexico,Meksyk,4.75
3632,primary,pierwotny,4.88
3633,wars,wojny,4.59
3634,russia,Rosja,4.93
3635,drama,dramat,4.67
3636,activists,aktywiści,4.13
3637,bedroom,sypialnia,4.46
3638,voting,głosowanie,4.62
3639,grocery,sklep spożywczy,4.06
3640,tackle,sprzęt,4.15
3641,allen,Allen,4.38
3642,discrimination,dyskryminacja,4.31
3643,residential,mieszkaniowy,4.33
3644,kenya,kenia,4.13
3645,debate,debata,4.64
3646,sick,chory,4.88
3647,nba,nba,4.39
3648,placed,umieszczony,4.85
3649,dresses,sukienki,4.05
3650,replied,odpowiedział,4.28
3651,integrity,uczciwość,4.22
3652,defensive,obronny,4.38
3653,unit,jednostka,4.95
3654,assured,zapewniony,4.07
3655,lee,Lee,4.73
3656,animated,animowany,4.07
3657,instructions,instrukcje,4.37
3658,francisco,francisco,4.53
3659,spent,wydany,5.02
3660,narrative,narracja,4.39
3661,uniform,mundur,4.33
3662,outside,na zewnątrz,5.25
3663,posted,opublikowano,4.97
3664,conversion,przekształcenie,4.24
3665,planning,planowanie,4.9
3666,aug,sierpień,4.33
3667,from,z,6.63
3668,what,co,6.38
3669,duke,duke,4.45
3670,journalist,dziennikarz,4.38
3671,type,rodzaj,5.27
3672,mid,połowa,4.82
3673,sean,Sean,4.31
3674,feel,czuć,5.67
3675,tail,ogon,4.34
3676,random,losowy,4.58
3677,looked,wyglądał,5.11
3678,kills,zabija,4.34
3679,solid,solidny,4.73
3680,acknowledge,potwierdzić,4.18
3681,war,wojna,5.46
3682,improved,ulepszone,4.61
3683,time,czas,6.29
3684,secure,bezpieczne,4.64
3685,thompson,thompson,4.28
3686,pot,garnek,4.4
3687,potential,potencjał,5.01
3688,second,drugi,5.63
3689,bulk,masowo,4.19
3690,whilst,podczas gdy,4.38
3691,fat,tłusty,4.85
3692,angels,anioły,4.26
3693,remainder,reszta,4.03
3694,faced,z obliczem,4.49
3695,update,aktualizacja,4.69
3696,ethnic,etniczny,4.33
3697,photographer,fotograf,4.28
3698,invention,wykreacja,4.04
3699,block,blok,4.88
3700,none,brak,4.93
3701,players,odtwarzacze,5.3
3702,liverpool,Liverpool,4.43
3703,drove,prowadził,4.36
3704,walked,szedł,4.67
3705,specified,określony,4.06
3706,question,pytanie,5.35
3707,psychology,psychologia,4.31
3708,neither,ani,4.77
3709,mechanics,mechanika,4.13
3710,provides,zapewnia,4.8
3711,coast,wybrzeże,4.87
3712,surprise,niespodzianka,4.75
3713,nfl,NFL,4.54
3714,clarke,Clarke,4.05
3715,advised,zalecane,4.18
3716,win,wygrana,5.39
3717,mph,mph,4.03
3718,method,metoda,4.8
3719,faces,twarze,4.59
3720,defined,zdefiniowane,4.56
3721,cia,cia,4.21
